"id","code","title","date_init","date_end","budget","grade","type_research","document","plan","location","objective","state_research","program_name","line_name"
11,"D.ADM/2015.1/001","Modelo organizacional de las principales Empresas Exportadoras de Cacao en el Peru y la influencia en su productividad","2015-03-01","2016-09-30",26202.6,1,2,"Resolucion N° 040/2015-D-FCEA",1,"","Determinar  la influencia del modelo organizacional respecto a las ventas y productividad  de las Empresas Exportadoras de Cacao en el Peru|Analizar la influencia  de las dimensiones organizacionales estructurales  en las Empresas Exportadoras de Cacao|Analizar  la influencia de las dimensiones organizacionales contextuales en las Empresas Exportadoras de Cacao",4,"Gestion y marketing empresarial","Marketing y negocios internacionales"
12,"D.ADM/2015.1/002","Factores que influencian en la gestion eficaz de los Proyectos de Inversion Publica en la Provincia de Leoncio Prado.","2015-03-01","2018-03-31",21274,1,2,"Resolucion N° 041/2015-D-FCEA",1,NULL,"Identificar los principales factores que repercuten en la mala gestion de los proyectos de inversion publica en la provincia de Leoncio Prado.|Identificar el grado de insatisfaccion de los grupos de interes en los diferentes proyectos ejecutados en la provincia de Leoncio Prado.|Calificar por parte de la sociedad, los proyectos de inversion en la provincia de Leoncio Prado con relacion al cumplimiento de los objetivos en la fase de ejecucion.|Conocer y analizar en que puestos se desempeñan los egresados en la carrera de administracion en las diversas empresas en las que laborar.",4,"Finanzas","Finanzas publicas"
13,"D.ADM/2015.1/003","Situacion de la Estadisitica Descriptiva en la Toma de Decisiones Academicas de la Universidad Nacional Agraria de la Selva.","2015-04-01","2017-04-30",3198,1,2,"Resolucion N° 057/2015-D-FCEA",1,NULL,"Determinar los parametros estadisticos academicos de los estudiantes con el proposito de conocer la situacion de la estadistica descrptiva que intervienen en la toma de decisiones de las autoridades de la Universidad Nacional Agraria de la Selva|Determinar la medida de tendencia central academica  de los alumnos de la Universidad|Conocer la medida de dispersion academica de los alumnos de la Universidad|Identificar  la tasa de alumnos inactivos al concluir el segundo año desde su ingreso",4,"Gestion del talento humano","Desarrollo e innovacion en el talento humano"
14,"D.ADM/2001.2/001","Perfil psicopedagogico de estudiantes universitaios sobresalientes: Estudio comparativo  longitudinal.","2001-05-21","2002-04-13",3140,1,2,"Resolucion Nº 029-2001-CU-R-UNAS",1,NULL,"Medir la inteligencia emocional, en alumnos sobresalientes de la UNAS, en dos etapas (1999-2001), mediante administracion global del cuestionario EQI.|Medir individualmente el nivel de abstraccion, en el grupo y etapa señalado a traves del ST Diseño de Bloques.|Evaluar los rasgos de personalida, en forma global e individual, aplicando el TP de Rorshach al grupo de estudiantes sobresalientes en las etapas señaladas.|Evaluar la capacidad de compresion verbal, en forma individual , en la muestra y etapas descritas utilizando el TCV de Vignolo.|Analizar cuantitativamente  las diferencias psicopedagogicas predominantes segun genero, especialidad y etapa.|Determinar la estabilidad de caracteristicas psicopedagogicas en el periodo de evaluacion (1999-2001).|Describir el perfil psicopedagogico global de los estudiantes euniversitarios sobresalientes.",4,"No Definido","No Definido"
15,"D.ADM/2001.2/002","Incidencia de los eventos feriales en la Agro-Insdutria primaria de distrito de Rupa Rupa.","2001-03-15","2002-03-15",0,1,2,"INFORME FINAL EN FISICO",1,"","Plantear alternativas que nos permita organizar eventos feriales y que sirva como herramienta de promocion y mercadeo en nuestro pais.",4,"No Definido","No Definido"
16,"D.ADM/2002.2/001","Factores que propician las infracciones laborales en la UNAS.","2002-03-20","2003-09-20",0,1,2,"No Definido",1,"","Determinar que acciones se deben optar para mejorar el funcionamiento y estar a las exigencias de un nuevo modelo de administracion Universitaria.",4,"No Definido","No Definido"
18,"D.ADM/2003.2/001","Estrategia para posicionar la papaya de Leoncio Prado en el mercado Regional y Nacional.","2003-07-01","2004-12-31",14500,1,2,"Acuerdo Nª 067-03-FCEA",1,NULL,"Diseñar una estrategia de marketing basado en las caracteristicas distintivas de la papaya procedente del alto Huallaga, para su posicionamiento en el mercado regional y nacional.|Determinad el  nivel de posicionamiento actual logrado por la papaya de Leoncio Prado en relacion a la papaya de otras regiones del Peru.|Identificar las caracteristicas distintivas mas relevantes de la papaya de Leoncio Prado.|Determinar la percepcion del publico consumidor.|Analizar la eficiencia de los canales de distribucion.|Analizar el sistema de comunicacion con el mercado.|Diseñar una estrategia para posicionar a la papaya en el mercado regional nacional.",NULL,"No Definido","No Definido"
19,"D.ADM/2006.2/001","El Balance Scorecard como instrumento de control de la gestion estrategica. Caso: UNAS.","2006-05-01","2007-05-20",20960,1,2,"Acuerdo CTF N° 124/06-FCEA",1,NULL,"Formular indicadores que se validen para el control de gestion.|Construir el Modelo de Balance Scorecard considerando las desviaciones producidas en la gestion.|Determinar las acciones de solucion a tomar en cada caso, en las desviaciones halladas en el control.|Recolectar informacion para las variables de control de las partes, academica y administrativa.",4,"No Definido","No Definido"
20,"D.ADM/2009.1/001","Factores de posicionamiento de una marca en los consumidores","2009-04-01","2009-12-30",6822,1,2,"Acuerdo N° 001/09-CIP-DACA-FCEA-UNASTM",1,"","Determinar los factores que influyen en la percepcion de una marca|Conocer las marcas mejor proporcionadas en el mercado local (Top of Mind)|Determinar los factores psicologicos que influyen en el posicionamiento de una marca|Determinar los factores materiales que influyen en el posicionamiento de una marca",4,"No Definido","No Definido"
21,"D.ADM/2009.2/001","Nivel de iluminacion y condiciones ergonomicas de postura en Cybers Internet en la ciudad de Tingo Maria","2009-06-01","2010-06-30",11580,1,2,"Acuerdo N° 002/09-CIP-DACA-FCEA-UNASTM",1,"","Medir el nivel de iluminacion (lux y Lm/metro cuadrado) y establecer las diferencias con el limite minimo estandarizado|Establecer cybers por estrato y segun frecuencia de usuarios en dos documentos de medicion|Determinar las diferentes posturas comunes que adoptan los usuarios de cybers|Determinar el tiempo de exposicion por cad nivel de ruido y estacion|Establecer  las alteraciones visuales segun frecuencia de sintomas en usuarios de cybers",4,"No Definido","No Definido"
22,"D.ADM/2009.2/003","Caracterizacion de una estrategia para la produccion y comercializacion de peces nativos, Provincia de Leoncio Prado","2009-05-25","2010-06-30",20960,1,2,"Acuerdo N° 003/09-CIP-DACA-FCEA-UNASTM",1,NULL,"Diagnosticar la caracterizacion de zonas para piscigranjas con peces nativos en el ambito geografico de la Provincia de Leoncio Prado|Formular una estrategia en conjunto para generar negocios relacionados con la produccion y comercializacion de peces nativos|Rener un conocimiento real de piscigranja de peces nativos en el ambito geografico de la Provincia de Leoncio Prado|Realizar un censo de las piscigranjas en el ambito geografico de la Provincia de Leoncio Prado|Elaborar un portafolio de escenarios para el aprovechamiento de peces nativos|Perfilar y recomendar una estrategia con opciones de aprovechar la produccion de peces nativos|Recomendar las acciones e instrumentos de la tecnologia administrativa, para aprovechar las ventajas comparativas naturales de la Provincia",4,"No Definido","No Definido"
23,"D.ADM/2010.3/001","Establecimiento de temas de capacitacion para mejorar las estrategias de comercializacion en los comerciantes del Mercado de Tingo Maria","2010-07-01","2011-06-20",0,1,2,"No Definido",1,NULL,"Establecer en que temas necesitan ser capacitados los comerciantes del Mercado de Abastos de tingo Maria para mejorar sus estrategias de comercializacion y ser competitivos|Conocer  cual es el nivel de educacion y la procedencia de los comerciantes del mercado de abastos de Tingo Maria|Conocer cual es el giro y en que condicion de propiedad esta su negocio de los comerciantes del mercado de abastos de Tingo Maria|Conocer en que temas han sido capacitados los comerciantes del mercado de abastos de Tingo Maria|Saber porque  cree la gente prefiere ir al mercado a realizar sus compras|Conocer que instituciones brindan  capacitacion a los comerciantes del mercado de abastos de Tingo Maria|Conocer cual es el rol de la Municipalidad Provincial en cuanto a capacitacion de los comerciantes  del mercado de abastos de Tingo Maria para desarrollar sus actividades comerciales",4,"No Definido","No Definido"
24,"D.ADM/2011.2/001","La cultura financiera y el efecto en el nivel de bancarizacion en las Asociaciones Agropecuarias del distrito de Rupa Rupa","2011-06-01","2012-12-20",14076,1,2,"Oficio Nº 260-2011/FCEA/Resolucion Nº 053-2011/FCEA",1,NULL,"Identificar el efecto de la cultura financiera en el bajo nivel de bancarizacion en las asociaciones agropecuarias en el Distrito de Rupa Rupa|Establecer el grado de conocimiento  de los socios que conforman las asociaciones agropecuarias que tiene acceso ya que tipos de servicios financieros|Determinar a las asociaciones agropecuarias que tiene acceso y a que tipos de servicios financieros|Proponer iniciativas que pueda tomar el sector financiero privado para enfrentar los obstaculos de la bancarizacion|Plantear las tareas que corresponden a acciones de politica gubernamental, regional y local",4,"No Definido","No Definido"
25,"D.ADM/2013.1/001","La variable ambiental y su incidencia en el Diamante Competitivo para el cacao organico caso: Cooperativa Agraria Industrial Naranjillo Ltda.","2013-04-01","2014-04-30",15000,1,2,"Resolucion Nro. 036/2013-D-FCEA",1,NULL,"Tener un conocimiento real de la situacion productiva del producto cacao organico de la COOPAIN; mediante un diagnostico de los factores de competitividad.|Elaborar un portafolio de escenarios para inversion y creacion de valor para el cacao organico.|Perfilar estrategias diferenciales segun las caracteristicas que sean identificados como factores competitivos del cacao organico.|Recomendar opciones fundamentales de estrategias de competividad para el cacao organico de la COOPAIN.|Formular un esquema funcional del Modelo de Diamante competitivo con inclusion de la variable Medio Ambiental para el producto cacao organico producido por la COOPAIN.|Determinar los fcatores del diamante competitivo para el producto cacao organico.|Formular un analisis sectorial de los factores competitivos del cacao organico producido por la COOPAIN.",4,"No Definido","No Definido"
26,"D.ADM/2013.1/002","El impacto del financiamiento en el crecimiento de las MYPES comerciales en el Distrito de Rupa Rupa","2013-01-02","2014-12-31",14076,1,2,"Resolucion Nro. 035/2013-D-FCEA",1,"","Establecer el grado de reinversion (plow back) de la Mypes y su impacto en su desarrollo empresarial.|Evaluar el impacto del financiamiento en el crecimiento de las MYPES comerciales en el distrito de Rupa Rupa.|Establecer el grado de reinversion (plow back) de la Myoes y su impacto en su desarrollo empresarial.|Determinar la rentabilidad de las Mypes a partir del uso de deuda en el sector micro financiero local.|Identificar el objetivo del uso de deuda y su orientacion financiera estrategica como negocio.|Proponer un modelo de medicion de la tasa de crecimiento para las Mypes.",4,"No Definido","No Definido"
27,"D.ADM/2013.2/001","Percepcion del turismo en Tingo Maria","2013-01-01","2014-06-19",25073.8,1,2,"Resolucion N° 068/2013-D-FCEA",1,NULL,"Conocer la percepcion de los residentes tingaleses respecto a su ciudad|Determinar la percepcion de los turistas, residentes y negocios vinculados al turismo respecto a la ciudad de Tingo Maria como atractivo turistico|Conocer la percepcion del turista nacional y extranjero respecto a Tingo Maria|Determinar el nivel de servivio que ofrecen lo negocios vinculados al turismo en Tingo Maria|Actualizar el perfil del turista nacional y extranjero a la ciudad de Tingo Maria",4,"No Definido","No Definido"
28,"D.ADM/2014.2/001","El impacto de la capacitacion y acompañamiento empresarial del ""Programa Exito"" en los emprendedores de la ciudad de Tingo Maria.","2014-06-02","2015-06-19",2603.7,1,2,"Resolucion N° 098/2014-D-FCEA",1,"","Determinar si la capacitacion y el acompañamiento empresarial a los emprendedores con negocio en la ciudad de Tingo Maria impartida por el Programa Exitos mejoran la competitividad de sus Empresas.|Identificar a la institucion publica o privada en la Ciudad de Tingo Maria que cree que tiene la obligacion de capacitarle o apoyarle en su emprendimiento.|Conocer cual es el giro de su negocio|Conocer cual es el tema que considera mas util para mejorar su competitividad.|Identificar es que area de su empresa tiene mayores problemas.|Identificar a la Institucion publica o privada en la ciudad de Tingo Maria es la que pone mayores obstaculos para emprender un negocio.|Determinar si considera que necesita capacitarse para desarrollar su actividad empresarial.|Suber que es lo que considera como su ventaja competitiva.|Determinar si considera que la innovacion mejoraria su competitividad.|Saber si es consciente sobre la utilidad que brinda un Plan de Negocios, para mejorar su competitividad.",4,"Gestion y marketing empresarial","Gestion del desarrollo empresarial y agroindustrial"
29,"D.ADM/2014.2/002","Valores ambientales para la conservacion del medio ambiente caso: Estudiantes de la Carrera Profesional de Administracion de la Universidad Nacional Agraria de la Selva.","2014-06-25","2015-06-20",15000,1,2,"Resolucion N° 092/2014-D-FCEA",1,NULL,"Evaluar las actitudes respecto a los valores ambientales en conservacion del medio ambiente que tienen los estudiantes de la Carrera Profesional de Administracion de la Universidad Nacional Agraria de la Selva.|Determinar el nivel de conocimiento en ecoeficiencia y ecoproductividad en el contexto de valores ambientales de los futuros profesionales en Administracion.|Analizar el Plan curricular y sus contenidos para determinar la inclusion de la variable ambiental.|Determinar la influencia de la gestion de la Comision Ambiental local en cuanto a valores ambientales.|Plantear un programa de practicas de Valores Ambientales para la conservacion del Medio Ambiente de la comunidad.",4,"Gestion Empresarial","Desarrollo de Tecnologias Administrativas"
30,"D.ADM/2002.3/001","La administracion de recursos humanos, factor decisivo para el exito en las organizaciones agroindustriales de la provincia de Leoncio Prado.","2002-10-01","2004-06-27",0,1,2,"No Definido",1,NULL,"Analizar la relacion empresario-trabajador y determinar si la administracion de Recursos Humanos es un factor decisivo para asegurar el ecito de las organizaciones agroindustriales de la provincia de Leoncio Prado, con el proposito de encontrar el nivel de actuacio y proponer un modelo eficiente.",4,"No Definido","No Definido"
31,"D.ADM/2006.2/002","El liderazgo y la cohesion grupal de base en la formacion del clima psicologico en el servicio docente.","2006-01-01","2007-12-20",12520,1,2,"Acuerdo CTC Nº 030/06-FCEA",1,NULL,"Evaluar la percepcion de liderazgo y cohesion en el grupo de atencion primaria gubernamental de servicios infantiles, aplicando el metodo de encuesta y metodo sociometrico.|Evaluar el clima psicologico organizacional y asociar entre la percepcion de liderazgo y cohesion en el grupo de atencion primaria gubernamental de servicios materno infantiles.|Evaluar experimentalmente mediante grupo control postest, los cambios cognitivo conductuales de servicios de salud primaria, con aplicacion de estrategias PNL.",4,"Administracion de Recursos Humanos","Clima Organizacional"
